Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB"
303,303,10,9.5,2,424349.3885350318,2,0.0,0.0,0.0,0.0,0.0,18215286.62420382,0.0,0.0,18215286.62420382,0.0,0.0,360849681.5286624,0.0,0.0,415143949.0445859,0.0,0.0,6369.426751592357,0.0,0.0,22395541.40127388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178343.949044586,0.0,0.0,407359872.611465,0.0,0.0,410963694.2675159,0.0,0.0,680248407.6433121,0.0,0.0,650089171.9745222,0.0,0.0,10650318.47133758,0.0,0.0,10793630.57324841
304,304,0,0.0,0,0.0,0,0.0,0.0,0.0,423876433.1210191,434843949.0445859,24505095.54140127,456414649.6815286,517489808.9171974,101025477.7070064,1292978343.949044,764072611.4649681,213801273.8853503,3016273885.350318,1241719745.22293,420475159.2356688,70063.69426751592,70063.69426751592,70063.69426751592,1056050.955414013,-388226751.5923567,-424304458.5987261,0.0,0.0,0.0,58174522.29299363,3398089.171974522,2467515.923566879,190636305.7324841,198067515.9235669,191422292.9936306,3208473248.407644,1941990445.859873,751861783.4394904,3413457961.783439,2144038216.560509,943338216.5605096,1351576433.121019,3345392356.687898,17382802.5477707,1049865605.095541,3391214012.738853,16501273.88535032,219107006.3694268,-378077707.0063694,-40571337.57961784,241071337.5796178,-312087261.1464968,-79657324.84076433
305,305,6,2.486725663716814,11,6690821.694267516,113,0.0,350318.4713375796,883439.4904458598,290445.8598726115,7335668.789808917,74759872.61146496,957324.8407643312,7751592.356687898,75644585.98726115,122292.9936305732,14551592.3566879,24914649.68152866,5554777.070063694,181483439.4904459,476213375.7961784,6369.426751592357,6369.426751592357,6369.426751592357,-2673248.407643312,1839490.445859873,23100636.94267516,0.0,0.0,137994267.5159236,0.0,0.0,140759872.611465,0.0,0.0,1287898.089171974,8994904.458598725,181892993.6305732,385767515.9235669,9185987.261146495,187395541.4012739,387997452.2292994,768152.8662420382,800157961.7834395,2210384076.433121,1971974.522292993,774184713.3757962,2076628662.420382,-3347133.757961783,5716560.50955414,27509554.14012739,-3088535.031847134,7915923.566878981,96989171.9745223
306,306,0,0.0,0,0.0,0,0.0,0.0,0.0,3605095.541401274,9775796.178343948,8489808.917197451,5478343.949044586,85849044.58598725,42874522.29299363,95663057.32484075,83618471.33757961,129485987.2611465,315524203.821656,261587261.1464968,331710191.0828025,7509554.140127388,7509554.140127388,7509554.140127388,223029299.3630573,192487261.1464968,135847133.7579618,0.0,0.0,0.0,45222.92993630573,317197.4522292993,228025.4777070064,0.0,0.0,41011464.96815287,92545859.87261146,149132484.0764331,191642675.1592357,97927388.53503184,154631847.1337579,238509554.1401274,715854140.1273885,706164331.210191,727917834.3949044,546096178.3439491,503354777.0700637,603600636.9426751,3264968.152866242,-13421656.05095541,-69603821.65605095,-16545222.9299363,2392356.687898089,-39198726.11464968
307,307,22,22.0,1,0.0127388535031847,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554777.070063694,352866.2420382166,0.0,7402547.770700636,13291082.80254777,0.0,6369.426751592357,6369.426751592357,0.0,3093630.573248408,4502547.770700636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401273.8853503185,0.0,0.0,3907006.369426752,8788535.031847134,0.0,4308280.25477707,8788535.031847134,0.0,52217834.39490446,50568789.8089172,0.0,46087898.08917198,43236305.73248407,0.0,3842675.159235669,1705095.541401274,0.0,3867515.923566879,1746496.815286624
308,308,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,440127.3885350318,0.0,0.0,440127.3885350318,0.0,77707.00636942674,26654140.12738853,0.0,724840.7643312102,41591719.74522293,0.0,6369.426751592357,191082.8025477707,0.0,19108.28025477707,243312.101910828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159235.6687898089,0.0,0.0,546496.8152866241,41788535.03184713,0.0,705732.4840764331,41788535.03184713,0.0,4348407.643312102,132738853.5031847,0.0,3948407.643312102,117012101.910828,0.0,15923.56687898089,171974.5222929936,0.0,26751.5923566879,227388.5350318472
309,309,7,4.0,2,483099.6178343949,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12393630.57324841,5276433.121019108,7687261.146496815,15235031.84713376,22120382.16560509,38557324.84076433,6369.426751592357,6369.426751592357,6369.426751592357,710828.0254777069,3124840.76433121,6496178.343949044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7961783.439490446,10520382.16560509,14524203.82165605,11033121.01910828,21541401.27388535,14524203.82165605,18995541.40127388,32061783.43949044,118740127.388535,156710191.0828025,291948407.6433121,116249044.5859872,147484713.3757962,277060509.5541401,814012.7388535031,3334394.904458599,4593630.573248408,1026114.649681529,5043312.101910828,7761146.496815287
310,310,884,27.8,53,53168588.81528663,60,0.0,0.0,0.0,0.0,0.0,9476433.121019108,0.0,0.0,120661783.4394904,0.0,0.0,5857342675.159235,0.0,0.0,12744559235.66879,0.0,0.0,6369426.751592357,0.0,0.0,471350318.4713376,0.0,0.0,0.0,0.0,0.0,127955414.0127388,0.0,0.0,0.0,0.0,0.0,12256277070.06369,0.0,0.0,12265915286.6242,0.0,0.0,1046092993.630573,0.0,0.0,892180254.77707,0.0,0.0,367966878.9808917,0.0,0.0,88267515.92356688
311,311,34,9.8470066518847,288,156328904.5095541,451,0.0,33757.96178343949,29299.36305732484,117834.3949044586,10383439.49044586,62810828.02547771,117834.3949044586,10418471.33757962,62840764.33121019,23887898.08917197,45562420.3821656,90538216.56050956,27873248.40764331,80872611.46496814,168940127.388535,0.0,6369.426751592357,6369.426751592357,263057.3248407643,7784076.433121019,21362420.3821656,0.0,50955414.01273885,118727388.5350318,0.0,50955414.01273885,118778343.9490446,12101.91082802548,3347770.700636942,21479617.83439491,27715923.56687898,29203821.65605096,70160509.55414012,27728025.47770701,32551592.3566879,91640127.38853502,128872611.4649681,259680891.7197452,567373248.4076433,128470063.6942675,231602547.7707006,509113375.7961784,332484.076433121,9430573.248407643,16144585.98726115,402547.7707006369,10675796.17834395,25651592.3566879
312,312,7,3.5,2,454025.1464968153,10,0.0,0.0,0.0,0.0,0.0,207006.3694267516,0.0,0.0,207006.3694267516,0.0,3150955.414012739,956050.9554140128,0.0,4940764.33121019,7835031.847133758,0.0,0.0,0.0,0.0,298726.1146496815,814012.7388535031,0.0,1105095.541401274,2384713.375796178,0.0,1105095.541401274,2384713.375796178,0.0,0.0,0.0,0.0,3536305.732484076,4843312.101910828,0.0,3536305.732484076,4843312.101910828,0.0,36509554.14012739,71224840.7643312,0.0,36126751.59235669,70548407.6433121,0.0,365605.0955414013,633757.9617834395,0.0,382802.5477707007,676433.1210191082
313,313,0,0.0,0,0.0,0,0.0,0.0,0.0,50955.41401273885,864968.152866242,218471.3375796178,50955.41401273885,864968.152866242,218471.3375796178,90959872.61146496,100333757.9617834,217752866.2420382,134002547.7707006,148308917.1974522,251834394.9044586,10191.08280254777,328662.4203821656,328662.4203821656,6954140.127388535,10854140.12738854,18425477.70700637,0.0,0.0,0.0,0.0,0.0,22929.93630573248,31600636.94267516,25644585.98726114,44780254.77707006,95498726.11464968,112675159.2356688,188125477.7070064,127099363.0573248,138319745.2229299,233604458.5987261,913094904.4585989,1172636942.675159,1557714012.738854,883607643.3121018,1112797452.229299,1482550955.414013,3598726.114649681,5929299.363057325,15388535.03184713,14371337.57961783,22435668.78980892,29478343.94904459
314,314,0,0.0,0,0.0,0,0.0,0.0,0.0,2350955.414012739,1544585.987261146,1071974.522292993,2350955.414012739,1544585.987261146,1071974.522292993,18656050.95541401,8583439.49044586,25484713.37579618,26922929.93630573,20794904.45859873,40731210.1910828,63694.26751592357,0.0,0.0,984713.3757961784,1128025.477707007,24596178.34394904,1910828.025477707,1910828.025477707,1910828.025477707,1910828.025477707,1910828.025477707,1910828.025477707,0.0,0.0,0.0,24388535.03184713,19300636.94267516,15296178.34394904,26378343.94904459,19300636.94267516,15296178.34394904,38388535.03184713,109592356.6878981,201792993.6305732,36988535.03184713,112571974.522293,173425477.7070064,1335031.847133758,650318.4713375795,29892356.68789809,1400000.0,-2979617.834394904,28367515.92356688
315,315,1,1.0,0,0.0,1,0.0,0.0,0.0,518471.3375796178,1783439.490445859,2840764.331210191,518471.3375796178,1783439.490445859,2843949.044585987,15435668.78980892,11890445.85987261,47994267.51592357,20129299.36305732,34619108.28025477,54503184.71337579,0.0,0.0,0.0,2047133.757961784,8736305.732484076,16900000.0,0.0,0.0,0.0,0.0,1293630.573248408,0.0,1273.885350318471,1273.885350318471,0.0,18598726.11464968,26371337.57961783,40446496.81528662,18600000.0,26372611.46496815,40446496.81528662,142359235.6687898,220664968.1528662,288558598.7261146,141412738.8535032,211759872.6114649,278009554.1401274,2364968.152866242,8204458.598726114,10208280.25477707,946496.815286624,8905095.541401273,10549044.58598726
316,316,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,317,0,0.0,0,0.0,0,0.0,0.0,57324.84076433121,0.0,0.0,20092752866.24204,0.0,0.0,20377625477.707,0.0,0.0,11923193630.57325,0.0,0.0,29030227388.53503,0.0,0.0,16624840764.33121,0.0,0.0,14798064331.21019,0.0,0.0,15985826751.59236,0.0,0.0,15986010191.0828,0.0,0.0,603770063.6942675,0.0,0.0,17666129299.36306,0.0,0.0,18623778980.89172,0.0,0.0,1292927388.535032,0.0,0.0,2148598726.11465,0.0,0.0,-1284238216.560509,0.0,0.0,-855671337.5796179
318,318,0,0.0,0,0.0,0,1542675.159235669,2635668.789808917,2957961.78343949,967484713.3757962,1329712738.853503,1694824840.764331,1187425477.707006,1597545222.929936,1936965605.095541,121632484.0764331,358337579.6178344,168478980.8917197,174738853.5031847,433551592.3566879,257093630.5732484,1372285350.318471,1757575796.178344,2002030573.248408,994964968.1528662,1708033121.019108,2046937579.617834,0.0,19808917.19745223,0.0,1723566.878980892,22741401.27388535,4472611.464968152,0.0,448407.6433121019,0.0,353510828.0254777,286185987.2611465,129752866.2420382,365475796.178344,300322292.9936306,142649044.5859873,234724840.7643312,483975159.2356688,501803821.6560509,376666878.9808917,590402547.7707006,640667515.9235668,-68663057.32484075,-148348407.6433121,-294793630.5732484,-180638216.5605096,-200522929.9363057,-254168789.8089172
319,319,17,8.785714285714286,9,22814187.13375796,14,0.0,0.0,0.0,1076820382.165605,2197035668.789809,12274560509.55414,1086550318.471338,2216292993.630573,12305041401.27389,102368789.8089172,93981528.66242038,1032675796.178344,105508280.2547771,99871974.522293,1047935668.789809,765607643.3121018,765612738.8535031,765624203.821656,742397452.2292993,1892205095.541401,6915783439.490445,0.0,0.0,5285319745.22293,884713.3757961784,2668152.866242038,5289191719.745223,0.0,0.0,0.0,26799363.05732484,159771974.522293,1127379617.834395,448776433.1210191,421291719.7452229,1148001910.828025,0.0,0.0,100356687.8980892,0.0,0.0,92529936.30573247,-26907643.31210191,-27371337.57961783,-62040764.33121019,0.0,0.0,6777707.006369427
320,320,23,21.33333333333333,3,4528489.955414013,3,0.0,0.0,794572611.4649681,0.0,0.0,1296410828.025478,0.0,0.0,2153215286.624204,0.0,0.0,629147133.7579618,0.0,0.0,5064171974.522293,0.0,0.0,3391496815.286624,0.0,0.0,3978782165.605096,0.0,0.0,0.0,0.0,0.0,561663057.3248408,0.0,0.0,1122956050.955414,0.0,0.0,1516114649.681529,0.0,0.0,2676942038.21656,0.0,0.0,2064295541.401273,0.0,0.0,942841401.2738854,0.0,0.0,1122214012.738854,0.0,0.0,1076484076.433121
321,321,30,9.11111111111111,7,3281396.643312102,9,13375.79617834395,11464.96815286624,12101.91082802548,538216.5605095541,1281528.662420382,10128662.42038216,1028025.477707006,3044585.987261146,13066878.98089172,81396815.2866242,52580891.71974522,78878343.94904459,146787261.1464968,140568789.8089172,167408917.1974522,6369.426751592357,6369.426751592357,1273885.350318471,33633121.01910828,39920382.16560509,45670063.69426751,0.0,0.0,0.0,0.0,0.0,0.0,1083439.490445859,35191082.80254777,33326751.59235669,113098726.1146497,68501910.82802548,101478980.8917197,114182802.5477707,103692993.6305732,134805732.4840764,541131847.133758,620065605.0955414,751384076.433121,515383439.4904459,577835668.7898089,693797452.2292993,3877070.063694268,8044585.987261146,14308917.19745223,6571337.579617834,12309554.14012739,15977070.06369427
322,322,7,4.111111111111111,2,290456.1401273885,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,323,6,2.25,1,0.0509554140127388,4,0.0,0.0,0.0,0.0,0.0,2788535.031847134,0.0,0.0,2788535.031847134,0.0,6528025.477707006,2680891.719745223,6369.426751592357,10980254.77707006,11745222.9299363,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,1061146.496815287,2098726.114649681,0.0,3184.713375796178,0.0,0.0,3184.713375796178,0.0,0.0,0.0,0.0,0.0,9915923.56687898,12435031.84713376,0.0,9915923.56687898,12435031.84713376,0.0,32201273.88535032,94052229.29936305,0.0,29633757.96178344,85759235.6687898,0.0,1318471.337579618,1568152.866242038,0.0,1424203.821656051,1242675.159235669
324,324,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2154777.070063694,4591082.802547771,0.0,2154777.070063694,4591082.802547771,0.0,27376433.1210191,81438853.5031847,636942.6751592356,55378980.89171974,198171337.5796178,636942.6751592356,0.0,0.0,636942.6751592356,1389171.974522293,1429299.363057325,0.0,0.0,26125477.70700637,0.0,0.0,26125477.70700637,0.0,10191082.80254777,0.0,0.0,45954140.12738854,175206369.4267516,0.0,56145222.92993631,175206369.4267516,0.0,62285350.31847133,327682165.6050955,0.0,61133757.96178344,323366242.0382165,0.0,805732.4840764331,344585.9872611465,0.0,1151592.356687898,4315923.566878981
325,325,0,0.0,0,0.0,0,0.0,0.0,0.0,4999363.057324841,3998726.114649681,168857961.7834395,4999363.057324841,3998726.114649681,168857961.7834395,14389808.91719745,33387898.08917197,104149681.5286624,25531210.1910828,34180254.77707006,105231210.1910828,0.0,0.0,0.0,2103821.656050955,2480891.719745223,3687261.146496815,0.0,0.0,0.0,0.0,0.0,0.0,6095541.401273885,17692993.63057325,18440764.33121019,22331210.1910828,18005095.54140127,251961146.4968153,28426751.59235669,35698089.17197452,270401910.8280255,363482165.6050955,419761783.4394904,585314012.7388535,362364968.1528662,417721656.0509554,583556050.9554139,943312.101910828,500000.0,1557324.840764331,1117197.452229299,2040127.388535032,1757961.78343949
326,326,0,0.0,0,0.0,0,17834.3949044586,0.0,11464.96815286624,10487898.08917197,0.0,52317197.4522293,10580254.77707006,0.0,52838216.56050956,10709554.14012739,0.0,20473885.35031847,34149044.58598726,0.0,44278980.89171974,25477.70700636942,0.0,25477.70700636942,5332484.076433121,0.0,12480254.77707006,7803821.656050955,0.0,8436305.732484076,7867515.923566879,0.0,9601273.88535032,1480891.719745223,0.0,0.0,30049044.58598726,0.0,75035668.78980891,31529936.30573248,0.0,75035668.78980891,64875159.23566879,0.0,151263694.2675159,60459235.66878981,0.0,143124203.821656,1785350.318471337,0.0,8101273.885350318,4264331.210191082,0.0,8139490.445859873
327,327,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4749044.585987261,4136942.675159236,0.0,4749044.585987261,4136942.675159236,14138216.56050955,10963057.32484076,14366242.03821656,15103821.65605095,24261783.43949044,33309554.14012739,6369.426751592357,6369.426751592357,6369.426751592357,407643.3121019108,5167515.923566879,7071974.522292993,0.0,0.0,0.0,0.0,3303821.656050955,1307006.369426752,0.0,0.0,0.0,14696178.34394904,20539490.44585987,29066878.98089172,14696178.34394904,20539490.44585987,29066878.98089172,66207006.36942675,207517197.4522293,239546496.8152866,61745222.92993631,190163694.267516,223884076.433121,494904.4585987261,5952866.242038216,2460509.554140128,517834.3949044586,5959235.668789809,2582165.605095541
328,328,15,11.0,4,269875.2738853503,6,0.0,0.0,0.0,0.0,42635668.78980891,78133757.96178344,0.0,42635668.78980891,78135031.84713376,96815.2866242038,50622929.93630573,126362420.3821656,206369.4267515924,70297452.22929937,350393630.5732484,636942.6751592356,636942.6751592356,636942.6751592356,540764.331210191,40377070.06369427,45103821.65605095,0.0,9554140.127388537,0.0,0.0,9554140.127388537,1238216.560509554,0.0,151592.3566878981,0.0,-334394.9044585987,62850318.47133758,382186624.2038217,-334394.9044585987,63001910.82802548,382186624.2038217,11225477.70700637,167687261.1464968,707944585.9872612,10559872.61146497,85090445.85987261,414916560.5095541,-96178.3439490446,58901910.82802548,197464331.2101911,-70700.63694267516,63028662.42038216,196703821.6560509
329,329,7,5.5,1,408328.9554140127,2,12101.91082802548,8280.254777070064,4458.598726114649,983526751.5923568,977687898.089172,2208429299.363057,1001890445.859873,1249498726.11465,2721841401.273885,356653503.1847134,517223566.8789809,881855414.0127388,629983439.4904459,827726751.5923567,1214437579.617834,59120382.16560509,59120382.16560509,59120382.16560509,1159807643.312102,1523784713.375796,1998625477.707006,0.0,12989171.97452229,0.0,67332484.07643312,290970700.6369427,686320382.1656051,265254140.1273885,0.0,1906369.426751592,120819108.2802548,242572611.4649681,1221266878.980892,404733757.9617834,262470063.6942675,1251333121.019108,2340392356.687898,2345832484.076433,3028422292.99363,1343668789.808917,1466609554.140127,1723966878.980892,388060509.5541401,383248407.6433121,596143312.1019108,418267515.9235669,327192993.6305732,619302547.7707006
330,330,2,2.0,0,0.0,2,0.0,0.0,35031.84713375796,0.0,0.0,0.0,0.0,0.0,1666242.03821656,0.0,0.0,17899363.05732484,0.0,0.0,69130573.24840765,0.0,0.0,63694.26751592357,0.0,0.0,29083439.49044586,0.0,0.0,0.0,0.0,0.0,305095.5414012739,0.0,0.0,3184.713375796178,0.0,0.0,33369426.75159236,0.0,0.0,41408280.25477707,0.0,0.0,783275159.2356688,0.0,0.0,757916560.5095541,0.0,0.0,-15123566.87898089,0.0,0.0,-16669426.75159236
331,331,8,5.333333333333333,1,3013311.866242038,3,0.0,238853.5031847134,131847.1337579618,1388188535.031847,1158284076.433121,990318471.3375796,3548389808.917197,3589218471.33758,2719783439.490446,9529621656.050957,7114674522.292994,7794509554.140127,15146322292.99363,12577697452.2293,12487507006.36943,19112101.91082802,19112101.91082802,19112101.91082802,2090688535.031847,2662742038.21656,4411143312.101911,2136732484.076433,2150414012.738853,3835887898.089172,4018068789.808917,4014419108.280255,3927204458.598726,1735380891.719745,3688235668.789809,1581969426.751592,10850573885.35032,5793592993.630573,5253455414.012738,12585954777.07006,9489754777.070065,6868942675.159235,12833620382.1656,15730786624.20382,11336462420.38217,10702994904.4586,11411657324.84076,6829577070.063694,790115923.5668789,1132065605.095541,2126426114.649681,1123626114.649682,2655164331.210191,3095575159.235669
332,332,13,6.45,20,9139663.968152868,40,0.0,0.0,0.0,78221019.10828026,82658598.72611465,171528662.4203822,97331210.1910828,94891082.80254775,171931847.1337579,489789171.9745223,367948407.6433121,638409554.1401274,672052229.299363,722907006.3694267,1008573248.407643,6369.426751592357,159235668.7898089,159235668.7898089,23787898.08917197,169185350.3184713,207735668.7898089,235984076.433121,31138853.50318472,158654140.1273885,235984076.433121,31138853.50318472,186801910.8280254,0.0,0.0,0.0,509611464.9681528,617473885.3503184,785967515.9235668,509611464.9681528,617473885.3503184,785967515.9235668,1151347770.700637,1319791082.802548,2625515923.566879,1134985987.261146,1330863694.267516,2557718471.33758,16361783.43949044,1077070.063694268,49023566.87898089,16361783.43949044,-11072611.46496815,67797452.22929937
333,333,0,0.0,0,0.0,0,0.0,0.0,264968.152866242,0.0,0.0,133211464.9681529,0.0,0.0,145468152.866242,0.0,0.0,529465605.0955414,0.0,0.0,1202217834.394904,0.0,0.0,15923.56687898089,0.0,0.0,776600636.9426751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41082165.60509554,0.0,0.0,514107006.3694267,0.0,0.0,571085350.3184713,0.0,0.0,2959491719.745223,0.0,0.0,2873850318.471337,0.0,0.0,43128025.47770701,0.0,0.0,54229936.30573248
334,334,11,6.666666666666667,5,3689149.394904457,9,0.0,0.0,0.0,238713375.7961784,215990445.8598726,202414649.6815286,238713375.7961784,215990445.8598726,202414649.6815286,360185350.3184713,199862420.3821656,455471337.5796178,1120972611.464968,947321019.1082802,1254512101.910828,9904458.598726114,9904458.598726114,9904458.598726114,144992356.6878981,94180254.77707006,141516560.5095541,766921656.0509554,191082802.5477707,191082802.5477707,766921656.0509554,191082802.5477707,191082802.5477707,44432484.07643312,616543949.044586,636886624.2038217,403339490.4458599,261504458.5987261,487440764.3312102,447771974.522293,878048407.6433121,1124327388.535032,2869960509.55414,2822663694.267516,3351922292.99363,2719710191.082802,2711240127.388535,3217240764.33121,41854777.0700637,48413375.79617834,67517197.45222929,150250318.4713376,111423566.8789809,134681528.6624204
