Наименование ДП,Факт. 1,Факт. 2,Факт. 3,Факт. 4,Факт. 5,Факт. 6,Факт. 7,Факт. 8,Факт. 9,Факт. 10,Факт. 11,Факт. 12,Факт. 13,Факт. 14,Факт. 15,Факт. 16,Факт. 17,Факт. 18,Факт. 19,Факт. 20,Факт. 21,Факт. 22,Факт. 23,Факт. 24,Факт. 25,Факт. 26,Факт. 27,Факт. 28,Факт. 29,Факт. 30,Факт. 31,Факт. 32,Факт. 33,Факт. 34,Факт. 35,Факт. 36,Факт. 37,Факт. 38,Факт. 39,Факт. 40,Факт. 41,Факт. 42,Факт. 43,Факт. 44,Факт. 45,Факт. 46,Факт. 47,Факт. 48,Факт. 49,Факт. 50,Факт. 51,Факт. 52,Факт. 53,Факт. 54,Факт. 55,Факт. 56,Факт. 57,Факт. 58,Факт. 59,Факт. 60,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2019, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2019, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2019, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2019, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB","2019, Прибыль (убыток) от продажи, RUB"
412,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,1,1.0,0,0.0,3,991719.74522293,15976433.12101911,69880254.77707006,34889808.91719745,1107791719.745223,1147663694.267516,1290027388.535032,1350303821.656051,2057944585.987261,2178118471.33758,2620487898.089172,2195111464.968153,1769739490.44586,3183117197.452229,3414349044.585987,5255055414.012738,3980445222.929936,5748424840.764331,6180197452.2293,8246504458.598725,544114012.7388535,544114012.7388535,544114012.7388535,544114012.7388535,819835031.8471338,1413172611.464968,2109090445.859873,1549431847.133758,0.0,0.0,0.0,0.0,2431652866.242038,2376080891.719745,771433121.0191083,194924840.7643312,0.0,0.0,0.0,0.0,2348858598.726115,3715923566.878981,5352926114.649681,8150181528.66242,2786901910.828025,4137289808.917197,5920161783.43949,8697259235.668789,3191312101.910828,3172826751.592357,3864552229.299363,3302349044.585987,2684273885.350318,2216595541.401274,2314185350.318471,2222005095.541401,180613375.7961784,737884713.3757962,1176010191.082802,488068789.8089172,221566878.9808917,684766878.9808917,1263429936.305732,781175796.1783439
413,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,0,0.0,0,0.0,0,2547.770700636942,440764.3312101911,403184.7133757962,412738.8535031847,260894267.5159236,162945222.9299363,370163694.2675159,3448556050.955414,2155063694.267516,2381121019.10828,2263877707.006369,6395975159.235668,18162600636.94268,16609725477.70701,19766760509.55414,18527737579.61783,25511771974.52229,26602990445.85987,28115325477.707,27533542675.15924,910828.0254777068,1821656.050955414,1821656.050955414,1821656.050955414,857273248.4076433,2121238853.503185,2710355414.012739,1563171337.579618,0.0,7643312101.910828,6489552229.299363,2834394904.458599,4086763057.324841,13909622292.99363,7882328025.477707,5366440127.388535,7703767515.923567,1105915286.624204,1724489808.917198,7202791082.802547,14849565605.09554,11642808917.19745,17792554777.07006,19432373248.40764,22722799363.05732,12953250318.47134,19786519745.22293,26999906369.42675,23183853503.18471,21794924840.76433,24012230573.24841,30335403821.65605,21633056050.95541,19794569426.75159,22801174522.29299,27779034394.90446,565878980.8917197,742854140.1273885,253347770.7006369,29175159.23566879,1018957324.840764,1402968152.866242,185873248.4076433,1332492356.687898
414,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,10,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,20.0,31,19.42857142857143,25,96570284.82802548,28,171319108.2802548,189651592.3566879,243321656.0509554,234155414.0127389,5362682802.547771,5615426114.649681,6028128662.420382,6061486624.203821,7049436942.675159,6818773248.407643,7766191719.745223,9157288535.031849,12146227388.53503,12185271974.52229,10380640127.38854,11169992993.63057,22041525477.707,20227354140.12739,19413509554.14013,23455703821.65605,3296241401.273885,3646393630.573248,3754641401.273885,3927243949.044586,8826054777.070063,10641068152.86624,13086547133.75796,14515545859.87261,54062420.3821656,193414012.7388535,239057324.8407643,0.0,1367994267.515924,794196815.2866242,4893165605.095541,8201137579.617834,0.0,0.0,320731847.1337579,2078101273.88535,18071601273.88535,14904027388.53503,8180219745.22293,6938933757.961783,18896913375.79618,15610862420.38217,9199988535.031849,9896308917.197453,14431943949.04459,13828404458.59873,14108797452.2293,14192429936.30573,11642438853.50318,11304580254.77707,10756535668.78981,9897873885.35032,2051141401.273885,1983034394.904458,2773022292.99363,3331700000.0,2272927388.535032,2035354140.127388,2837064968.152866,3760803821.65605
415,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3185350.318471338,2398726.114649681,1994904.458598726,1301910.828025478,4577070.063694268,3817197.452229299,3985350.318471337,3315286.624203822,67293630.5732484,82552229.29936305,137652229.299363,123393630.5732484,150183439.4904459,200379617.8343949,196394267.5159236,214481528.6624204,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,133445859.8726115,166654140.1273885,167546496.8152866,167044585.9872611,0.0,0.0,0.0,0.0,90445.85987261146,72611.46496815287,52866.24203821656,789808.9171974522,0.0,0.0,1311464.968152866,0.0,19876433.1210191,35800000.0,30033121.01910828,48651592.3566879,21224203.82165605,37470063.69426751,32780254.77707006,49962420.3821656,869673885.3503184,962346496.8152866,1299798089.171974,1565587898.089172,752430573.2484076,856574522.2929935,1188583439.490446,1440875796.178344,61645222.92993631,49622292.99363057,40343949.04458599,25433757.96178344,59654777.0700637,41168789.8089172,35568789.80891719,38513375.79617834
416,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,50,Х,Х,10,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,70.0,0,0.0,0,0.0,0,38216.56050955414,38216.56050955414,38216.56050955414,38216.56050955414,2723566.878980892,845859.8726114649,150318.4713375796,235031.847133758,2761783.439490446,884076.433121019,188535.0318471337,273248.4076433121,9673885.350318473,6081528.662420382,5861146.496815287,5091719.74522293,30403821.65605096,31655414.01273885,24917834.39490446,26347133.75796178,1808917.197452229,1808917.197452229,1808917.197452229,1808917.197452229,27565605.0955414,25179617.83439491,21011464.96815287,21028025.47770701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578980.891719745,623566.8789808917,29299.36305732484,5600000.0,5780891.719745223,3469426.751592357,5561146.496815287,5600000.0,7359872.611464968,4094904.458598726,5592356.687898089,52898726.11464968,33866242.03821656,33561146.49681529,29603821.65605096,52038853.50318471,33731210.1910828,33755414.01273885,29274522.29299363,183439.4904458599,-2385987.261146497,-888535.0318471338,20382.16560509554,859872.6114649681,135031.847133758,-194267.5159235669,329299.3630573248
417,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,30.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,584425477.7070063,640468789.8089172,518200636.9426751,373262420.3821656,1548864331.210191,1557934394.904458,1607163057.324841,1792725477.707006,154972611.4649681,346473248.4076433,483121656.0509554,633849681.5286624,2413158598.726115,2497095541.401274,2419706369.426752,2503459235.66879,3500000.0,97994904.45859872,97994904.45859872,97994904.45859872,2617610828.025477,2758824203.821656,3019057961.783439,3144831210.191082,0.0,0.0,0.0,0.0,849391719.7452229,863421019.1082802,555683439.4904459,613189808.9171975,0.0,0.0,0.0,0.0,495020382.1656051,432784713.3757961,452128025.477707,526235031.8471338,495020382.1656051,432784713.3757961,452128025.477707,538163694.2675159,437551592.3566879,411042038.2165605,892772611.4649681,616352866.2420382,181914649.6815286,202107643.3121019,484956687.8980892,325768789.8089172,113351592.3566879,265150955.4140128,419419745.2229299,252047133.7579617,180487898.089172,149482165.6050955,342757961.7834395,228912738.8535032
418,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,17,5.251101321585903,87,7008628.458598726,227,0.0,0.0,0.0,0.0,4026751.592356688,5250318.471337579,4704458.598726114,4152866.242038216,4053503.184713376,5277070.063694268,4704458.598726114,4152866.242038216,3631847.133757961,2829936.305732484,6650318.471337579,4400636.942675159,7382165.605095541,7414649.681528662,13329936.30573248,15615923.56687898,0.0,0.0,0.0,0.0,4929299.363057325,5263694.267515923,6058598.726114649,6694904.458598725,1799363.057324841,1550955.414012739,2095541.401273885,2719745.222929936,1799363.057324841,1550955.414012739,2095541.401273885,2719745.222929936,0.0,582802.5477707007,0.0,1259235.668789809,4707006.369426752,5294267.515923567,9880254.777070064,9094904.458598724,4707006.369426752,5877070.063694268,9880254.777070064,10354140.12738854,51479617.8343949,57570700.63694267,73888535.03184713,68049681.52866241,50857961.78343949,56671337.57961784,72420382.1656051,66521019.10828025,500000.0,450318.4713375796,1057324.840764331,867515.9235668789,621656.050955414,899363.0573248407,1468152.866242038,1528662.420382166
419,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,20,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,26460509.55414013,21415923.56687899,18286624.20382165,8590445.859872611,26460509.55414013,21415923.56687899,18286624.20382165,8590445.859872611,48478343.94904459,32352866.24203822,22866242.03821656,67027388.53503185,149822292.9936306,164163057.3248408,119660509.5541401,236069426.7515924,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,8806369.426751591,12724203.82165605,9597452.229299365,10585350.31847134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387898.089171974,1312101.910828025,167476433.1210191,172854777.0700637,67849044.58598725,232761783.4394904,167476433.1210191,172854777.0700637,128349681.5286624,234073885.3503185,262972611.4649681,268630573.2484077,221604458.5987261,223771974.522293,243554777.0700637,235471337.5796178,210749044.5859872,203620382.1656051,1147770.700636943,989808.9171974522,161783.4394904459,1234394.904458599,794904.4585987261,17076433.12101911,161783.4394904459,1207643.312101911
420,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,7157961.78343949,6593630.573248408,5708280.25477707,5224203.821656051,7157961.78343949,6593630.573248408,5708280.25477707,5224203.821656051,16619108.28025478,21578980.89171974,15512738.85350318,10389808.91719745,54352866.24203821,54056050.95541401,47429936.30573248,49209554.14012738,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,2801910.828025477,4059235.668789809,4653503.184713376,5017197.4522293,7388535.031847133,8047770.700636942,6456050.955414012,9886624.203821655,7388535.031847133,8047770.700636942,6456050.955414012,9886624.203821655,0.0,815286.6242038216,0.0,1266242.03821656,51320382.16560509,47727388.53503185,42028662.42038216,38263694.26751592,51320382.16560509,48542675.15923566,42028662.42038216,39529936.30573248,98910828.0254777,127491719.7452229,84594904.45859872,84704458.59872611,85243949.04458599,113202547.7707006,71649681.52866241,70522929.93630573,1075796.178343949,1938853.503184713,942675.1592356688,558598.7261146497,2139490.445859873,3224840.76433121,2110828.025477707,2919745.222929936
421,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,3,1.5,0,0.0,4,4458.598726114649,4458.598726114649,3821.656050955414,3184.713375796178,1180891.719745223,1301273.885350318,1378980.891719745,2649044.585987261,1967515.923566879,2154140.127388535,2195541.401273885,3859872.611464968,143743949.044586,142178343.9490446,137837579.6178344,136022292.9936306,167325477.7070064,162659872.6114649,161489171.9745223,159751592.3566879,5095.541401273885,5095.541401273885,5095.541401273885,5095.541401273885,157531847.1337579,153912101.910828,152221656.0509554,149233121.0191083,0.0,0.0,0.0,0.0,13375.79617834395,36305.73248407643,31210.19108280255,75796.17834394904,0.0,0.0,0.0,0.0,9213375.796178345,7746496.815286624,8417834.394904459,11282165.60509554,11747770.70063694,10865605.0955414,11431847.13375796,14302547.77070064,174817834.3949045,199304458.5987261,210206369.4267516,205065605.0955414,152520382.1656051,181243312.1019108,194562420.3821656,190675159.2356688,23165605.0955414,18656687.89808917,16602547.77070064,12950318.47133758,21148407.6433121,17020382.16560509,14461146.49681529,13139490.44585987
422,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,6369.426751592357,4458.598726114649,2547.770700636942,0.0,291191719.7452229,237383439.4904459,275096178.343949,440905095.5414013,291198726.1146497,237474522.2929936,275712738.8535032,472805732.4840765,7565557961.78344,2957015286.624204,2780989171.974522,3611500000.0,9883684713.375795,4119650318.471337,7085387261.146497,10499189171.97452,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,101757324.8407643,211047133.7579617,299780891.7197452,372324840.7643312,103821656.0509554,0.0,0.0,62101910.82802548,108754140.1273885,5128025.477707006,47480891.71974522,251921019.1082802,0.0,0.0,506034394.9044586,47575796.17834394,9964372611.464968,4140949681.528662,6507803821.656051,10300173248.40764,9964372611.464968,4140949681.528662,7013838216.56051,10347749044.58599,7953021019.10828,12335892993.63057,11055775796.17834,11077145222.92994,7451832484.076433,11049070063.69427,9866991719.745222,9082321656.050957,114724840.7643312,176680891.7197452,257196178.343949,108391082.8025478,242003821.6560509,369115923.566879,499493630.5732484,439900636.9426751
423,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,40.0,3,2.0,0,0.0,5,252229.2993630573,0.0,0.0,0.0,928295541.4012738,842003184.7133758,1106505095.541401,1271776433.121019,966870063.6942676,888828662.4203821,1162870700.636943,1330391082.802548,30832484.07643312,21099363.05732484,158064968.1528662,200320382.1656051,203686624.2038217,263516560.5095541,604563057.3248408,701388535.0318471,636942675.1592356,636942675.1592356,636942675.1592356,636942675.1592356,1140712738.853503,1106327388.535032,1063215286.624204,1374294267.515924,0.0,0.0,660761146.4968152,599205095.5414013,1132484.076433121,1450318.47133758,662335031.8471338,601152866.2420382,0.0,19162420.3821656,0.0,0.0,26155414.01273885,23165605.0955414,40699363.05732484,50659872.61146497,28711464.96815287,44567515.92356688,41883439.49044586,56332484.07643312,0.0,276505095.5414013,447185987.2611465,662695541.4012738,0.0,205373885.3503185,450112101.910828,666805095.5414013,0.0,-42595541.40127389,-52529299.36305732,-20095541.40127388,0.0,-38626751.59235669,-8520382.165605094,-18568789.8089172
424,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,34,7.666666666666667,23,9108529.222929934,51,0.0,0.0,0.0,0.0,1614772611.464968,1469085350.318471,2039011464.968153,2686367515.923567,1614998089.171974,1469272611.464968,2039166878.980892,2686650318.471337,841335668.7898089,854741401.2738854,1091204458.598726,3898138853.503185,1069128025.477707,1108698726.11465,1494586624.203822,4845805095.541401,636942.6751592356,636942.6751592356,636942.6751592356,326114649.6815286,618703184.7133758,626200636.9426751,750396178.343949,717987898.089172,134681528.6624204,0.0,399117197.4522293,2115952866.242038,172400000.0,42982802.5477707,474429299.3630573,2183626114.649682,304324840.7643312,0.0,114649.6815286624,517666878.9808917,1588698089.171974,1908787898.089172,2308813375.796178,4113174522.292994,1893022929.936305,1908787898.089172,2308928025.477707,4630841401.273885,4642624840.764331,5175908917.197452,7212398726.11465,13162663057.32484,4122838216.560509,5121523566.878981,7047499363.057324,13040614649.68153,566944585.9872612,27038853.50318472,159492356.6878981,186423566.8789809,492149681.5286624,29752866.24203822,116724203.821656,58212101.91082802
425,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,0,0.0,0,0.0,0,68789.80891719744,180254.7770700637,166242.0382165605,203184.7133757962,18043312.10191083,18376433.1210191,16664968.15286624,15712101.91082802,18166878.98089172,18556687.89808917,16831210.1910828,15915286.62420382,49256050.95541401,42013375.79617834,62321019.10828025,60480254.77707006,161836942.6751592,145338216.5605096,169629936.3057325,166529936.3057325,31847133.75796178,31847133.75796178,31847133.75796178,31847133.75796178,39065605.0955414,44825477.70700637,48022929.93630573,48529299.36305732,28201273.88535032,49770700.63694267,13815286.62420382,56777070.06369427,29726114.64968153,51370063.69426751,15275796.17834395,57976433.1210191,42839490.44585987,5977707.006369427,42356687.89808917,0.0,68372611.46496814,60949044.58598726,80792993.63057324,75939490.44585986,111212101.910828,67699363.05732484,123162420.3821656,75939490.44585986,393305732.4840765,362555414.0127388,332313375.7961783,350820382.1656051,282440764.3312102,259396178.343949,240252866.2420382,259988535.0318471,7673885.350318471,7668152.866242038,4232484.076433121,836942.6751592356,29978343.94904459,18318471.33757961,15681528.66242038,14584713.37579618
426,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,66131210.1910828,59700000.0,48150955.41401274,0.0,66131210.1910828,61480254.77707006,48150955.41401274,0.0,345244585.9872611,514080891.7197452,349673248.4076433,0.0,555094267.5159235,822908280.2547771,502592993.6305732,0.0,955414.0127388536,955414.0127388536,955414.0127388536,0.0,9128662.420382164,5606369.426751592,6407643.312101911,0.0,0.0,0.0,33745222.9299363,0.0,0.0,0.0,33745222.9299363,0.0,0.0,0.0,0.0,0.0,612096815.2866242,878782165.6050955,510591082.8025478,0.0,612096815.2866242,878782165.6050955,510591082.8025478,0.0,1553572611.464968,2929620382.165605,1734202547.7707,0.0,1440322292.99363,2800423566.878981,1640626751.592357,0.0,51036942.67515923,22180254.77707006,1835031.847133757,0.0,63342675.15923566,42145859.87261146,4001910.828025477
427,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,16,4.142857142857143,5,1358574.388535032,21,1910.828025477707,636.9426751592356,0.0,0.0,101358598.7261146,89007643.3121019,84194267.51592356,173532484.0764331,141494267.5159236,145000636.9426751,128510828.0254777,236110191.0828025,47495541.40127389,47482165.60509554,61074522.29299363,39405732.48407643,111021019.1082803,101654140.1273885,114131210.1910828,97216560.50955412,17673885.35031847,17673885.35031847,17673885.35031847,17673885.35031847,52722929.93630573,55656050.95541401,58282165.60509554,70273248.4076433,106281528.6624204,109110828.0254777,117219745.2229299,182507643.3121019,112436942.6751592,114834394.9044586,121543312.1019108,188460509.5541401,2709554.140127388,687898.0891719745,394904.4585987261,2215286.624203822,82501273.88535032,72232484.07643312,57980891.71974522,67164968.15286624,87355414.01273885,76164331.21019109,62816560.50955414,74592993.63057324,291350955.4140128,328805732.4840764,348171337.5796178,355615286.6242038,207508280.2547771,234694267.5159236,246919108.2802548,245738216.5605096,4344585.987261146,5015286.624203822,9619108.280254778,19264331.21019108,26798089.17197452,26201273.88535032,30229299.36305732,38355414.01273885
428,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,464331.2101910828,400636.9426751592,470700.6369426752,1924203.821656051,45564968.15286624,42822292.99363057,39729299.36305732,57143949.04458599,47192993.63057324,44771974.52229299,46115286.62420382,67729936.30573249,39182802.5477707,45150318.47133758,68055414.01273885,91162420.3821656,95935031.84713376,108060509.5541401,148802547.7707006,204140127.3885351,6369426.751592357,6369426.751592357,6369426.751592357,6369426.751592357,50736305.73248407,55882802.5477707,60357324.84076433,78249681.52866241,31648407.6433121,53503184.71337579,38216560.50955414,73704458.59872611,32964968.15286624,55346496.81528662,39842038.21656051,75742675.15923567,0.0,3976433.121019108,37354140.12738854,22310828.02547771,59168789.8089172,35634394.9044586,56031210.1910828,93478343.9490446,59426114.64968152,41603184.71337579,94719108.28025477,117877707.0063694,226605732.4840764,275880891.7197452,366647770.7006369,455230573.2484076,203238853.5031847,232012101.910828,313068789.8089172,375414649.6815286,2801273.885350318,7329299.363057325,9345222.929936305,23959872.61146497,-9138853.503184712,747770.7006369426,3550318.47133758,13712101.91082802
429,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20257324.84076433,18371337.57961783,19072611.46496815,19554140.12738853,20257324.84076433,18371337.57961783,19072611.46496815,19592356.68789809,19147133.75796178,15184076.43312102,10063694.26751592,9226751.592356687,103323566.8789809,109138853.5031847,116298089.1719745,128335668.7898089,12738.85350318471,0.0,0.0,0.0,17276433.12101911,23154140.12738853,25180891.71974522,32114012.7388535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39247770.70063694,32275796.17834395,41428662.42038216,34764968.15286624,67056687.89808917,72080254.77707006,68761783.43949044,81049044.58598725,106304458.5987261,104356050.955414,110190445.8598726,115814012.7388535,215117834.3949045,208325477.7070064,184127388.5350318,188781528.6624204,186587898.089172,207243312.1019108,182770063.6942675,186958598.7261146,1503184.713375796,6774522.29299363,3228025.477707006,8438216.560509553,2895541.401273885,1082165.605095541,1357324.840764331,1822929.936305732
